state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
MN,Cohasset,2719.0,47.2389,-93.6396,60597.0,7.3,94.3,94.9,0.1,2.0,0.4,0.6
MN,Columbia Heights,20254.0,45.0484,-93.2472,47717.0,16.8,86.2,69.7,13.5,1.5,4.8,11.9
MN,Coon Rapids,62656.0,45.1755,-93.3095,64203.0,9.0,93.2,86.0,5.5,0.7,3.5,3.2
MN,Crystal,23165.0,45.0377,-93.3599,59188.0,10.1,92.2,78.1,10.5,0.7,3.9,6.5
MN,Eagan,66627.0,44.8169,-93.1638,82265.0,7.0,96.4,81.5,5.6,0.3,7.9,4.5
MN,Fairmont,9093.0,43.6441,-94.4621,47428.0,12.7,85.6,95.6,0.5,0.3,0.7,5.3
MN,Falcon Heights,5592.0,44.9899,-93.177,71765.0,11.1,98.6,73.3,8.0,0.5,15.0,3.0
MN,Fridley,27853.0,45.0841,-93.2595,54652.0,13.0,90.0,75.2,11.1,1.2,4.9,7.3
MN,Gilbert,1796.0,47.4913,-92.4612,47326.0,9.7,97.3,96.8,0.2,1.0,0.2,0.8
MN,Hastings,22882.0,44.7318,-92.8538,62976.0,8.1,94.2,94.1,1.6,0.5,0.9,2.6
MN,Hermantown,9513.0,46.8058,-92.2407,65662.0,7.3,94.1,93.1,2.4,1.2,1.2,2.2
MN,Hutchinson,13773.0,44.8856,-94.3768,51032.0,7.3,93.9,95.4,0.9,0.3,1.1,3.8
MN,Lake Elmo,8983.0,44.9944,-92.9031,99125.0,6.0,96.2,92.3,0.8,0.3,3.3,3.5
MN,Lakeville,63748.0,44.6776,-93.2521,95130.0,5.5,96.4,89.3,2.5,0.4,4.1,3.5
MN,Mankato,61912.0,44.1711,-93.9773,41425.0,26.2,94.1,89.9,4.0,0.3,2.8,2.9
MN,Miltona,401.0,46.0462,-95.2931,39000.0,27.7,88.5,99.3,0.2,0.2,0.0,1.2
MN,Minneapolis,2926757.0,44.9635,-93.2678,51480.0,21.9,88.6,63.8,18.6,2.0,5.6,10.5
MN,Mora,3566.0,45.8766,-93.2916,39982.0,17.6,85.4,96.1,0.8,0.7,0.3,2.2
MN,Morris,5134.0,45.5855,-95.9048,41991.0,27.6,88.4,90.9,1.3,1.5,2.5,3.2
MN,New Hope,21063.0,45.0375,-93.3869,50165.0,12.0,89.7,74.5,14.7,0.4,3.8,6.5
MN,North Branch,6662.0,45.5137,-92.9601,67122.0,6.4,94.7,96.6,0.5,0.4,0.8,1.9
MN,Peterson,198.0,43.7868,-91.8333,51250.0,7.9,90.5,99.5,0.0,0.5,0.0,1.0
MN,Plymouth,78395.0,45.0224,-93.4615,85418.0,5.8,97.3,84.2,5.2,0.3,6.9,3.0
MN,Richfield,36151.0,44.8762,-93.2833,52954.0,12.9,88.7,69.8,9.2,0.8,6.1,18.3
MN,Roseville,36314.0,45.0155,-93.1544,63678.0,11.5,93.4,81.3,6.2,0.5,7.3,4.6
MN,Shakopee,40893.0,44.7744,-93.4764,78731.0,6.6,92.7,77.0,4.3,1.2,10.3,7.8
MN,St. Cloud,114225.0,45.5339,-94.1718,45437.0,23.3,91.4,84.6,7.8,0.7,3.7,2.4
MN,St. James,4383.0,43.9832,-94.6249,43995.0,12.7,80.6,81.8,0.7,0.9,0.6,31.0
MN,St. Louis Park,49029.0,44.9488,-93.3649,66432.0,8.1,95.8,83.3,7.5,0.5,3.8,4.3
MN,St. Paul,306621.0,44.9477,-93.104,54113.5,16.15,88.7,74.3,9.5,0.8,9.35,7.949999999999999
MN,Stillwater,19368.0,45.0573,-92.8313,76970.0,6.6,97.0,95.1,1.0,0.4,1.1,1.9
MN,Vadnais Heights,13561.0,45.057,-93.0747,71518.0,6.4,93.7,84.9,3.6,0.5,7.6,2.8
MN,Vineland,887.0,46.1832,-93.7823,36500.0,31.5,80.2,9.9,0.6,86.0,0.0,1.8
MN,Virginia,12551.0,47.5169,-92.5128,34075.0,23.7,93.4,91.7,1.6,3.0,0.5,1.5
MO,Adrian,1608.0,38.396,-94.3498,37368.0,14.8,84.4,98.2,0.2,0.5,0.0,0.7
MO,Affton,21704.0,38.5499,-90.3263,55946.0,8.9,91.7,94.4,1.7,0.2,2.1,2.1
MO,Aurora,8335.0,36.9674,-93.7183,36158.0,18.4,75.9,92.3,0.3,0.9,0.2,7.5
MO,Barton County,4178.0,,,,,,,,,,
MO,Belton,23480.0,38.8193,-94.5334,54627.0,14.7,89.3,85.7,6.0,0.6,0.9,8.1
MO,Big Bear,4178.0,,,,,,,,,,
MO,Bismarck,1480.0,37.7673,-90.6225,32679.0,22.6,73.7,97.6,0.3,0.9,0.1,0.6
MO,Blue Springs,54945.0,39.0123,-94.2722,63753.0,10.5,93.8,87.6,6.2,0.5,1.2,5.0
MO,Blue Summit,4178.0,,,,,,,,,,
MO,Buffalo,3007.0,37.6444,-93.0969,34898.0,25.8,79.3,95.8,0.3,0.9,0.2,3.2
MO,Cape Girardeau,54588.0,37.3108,-89.5596,40107.0,25.9,88.7,81.1,12.8,0.2,1.9,2.8
MO,Carthage,15465.0,37.1503,-94.3225,34678.0,27.7,71.2,73.6,1.5,1.0,1.0,25.6
MO,Chesterfield,47588.0,38.6588,-90.5803,93270.0,5.1,97.9,86.5,2.6,0.2,8.6,2.8
MO,Clinton,8646.0,38.3716,-93.7679,36811.0,22.2,85.3,95.1,1.9,0.4,0.3,2.0
MO,Columbia,139945.0,38.9477,-92.3255,44907.0,24.4,93.8,79.0,11.3,0.3,5.2,3.4
MO,Cotter,4178.0,,,,,,,,,,
MO,Cuba,3225.0,38.0671,-91.4057,34442.0,30.3,71.6,95.9,0.3,0.7,0.2,3.4
MO,Everton,306.0,37.3428,-93.7024,34063.0,21.0,79.6,94.7,0.9,1.6,0.0,1.6
MO,Florissant,51443.0,38.7996,-90.3269,50767.0,8.5,91.7,69.3,26.8,0.2,0.8,2.0
MO,Franklin County,4178.0,,,,,,,,,,
MO,Fulton,12248.0,38.8551,-91.951,41451.0,20.1,78.6,83.4,12.0,0.5,1.2,2.1
MO,Grandview,25159.0,38.8802,-94.5227,41283.0,18.3,87.2,48.4,40.8,0.5,1.1,9.7
MO,Greene County,4178.0,,,,,,,,,,
MO,Harrisonville,9435.0,38.653,-94.3467,41196.0,14.3,90.8,95.0,1.1,0.7,0.6,2.6
MO,Hayti,3180.0,36.2323,-89.7474,18279.0,44.95,68.65,26.650000000000002,71.75,0.25,0.15,0.65
MO,Holt,472.0,39.4553,-94.3371,41528.0,11.6,80.1,92.4,0.7,1.6,1.1,4.3
MO,Independence,117306.0,39.0871,-94.3503,43472.0,17.9,87.6,85.7,5.6,0.6,1.0,7.7
MO,Jackson,14932.0,37.3794,-89.6525,52752.0,13.0,92.5,95.8,1.6,0.3,0.6,1.2
MO,Jefferson City,58279.0,38.5676,-92.1759,47969.0,16.1,91.5,78.0,16.9,0.3,1.8,2.6
MO,Jennings,14674.0,38.723,-90.2643,29393.0,29.9,79.5,8.5,89.8,0.1,0.2,0.6
MO,Johnson County,4178.0,,,,,,,,,,
MO,Joplin,86298.0,37.0759,-94.5006,38169.0,18.1,88.2,87.6,3.3,1.8,1.6,4.5
MO,Kansas City,1615621.0,39.1239,-94.5541,45821.0,19.0,88.4,59.2,29.9,0.5,2.5,10.0
MO,Lakeshire,1401.0,38.54,-90.3384,43438.0,13.0,92.5,93.7,2.9,0.2,0.5,3.3
MO,Lampe,4178.0,,,,,,,,,,
MO,Leadwood,1173.0,37.8618,-90.5892,28913.0,32.7,75.2,99.0,0.1,0.2,0.0,0.9
MO,Lebanon,14179.0,37.6718,-92.6603,31115.0,25.6,81.3,94.1,1.3,0.6,0.7,2.6
MO,Lee's Summit,90597.0,38.9172,-94.3816,78377.0,6.5,96.4,86.1,8.4,0.3,1.7,3.9
MO,Liberty,31507.0,39.2394,-94.4191,65210.0,8.8,93.2,91.4,3.6,0.5,1.0,4.1
MO,Maryland Heights,26996.0,38.7188,-90.475,58911.0,9.0,92.9,73.2,11.9,0.2,9.8,4.5
MO,Maysville,1073.0,39.8859,-94.3634,28472.0,14.4,84.9,97.6,0.4,0.5,0.1,0.4
MO,McDowell,4178.0,,,,,,,,,,
MO,Monett,8562.0,36.9221,-93.9259,36872.0,28.0,75.5,86.8,0.8,0.9,1.0,19.0
MO,Mountain Grove,4493.0,37.1341,-92.2661,26621.0,27.3,80.0,96.4,0.3,1.0,0.4,2.2
MO,Neosho,12153.0,36.844,-94.3755,36266.0,20.2,80.6,84.2,1.0,1.6,0.9,11.3
MO,Nevada,8581.0,37.8445,-94.3492,28683.0,27.1,85.6,95.1,1.1,0.8,0.8,2.0
MO,North St. Louis,4178.0,,,,,,,,,,
MO,O'Fallon,87597.0,38.7851,-90.7177,78266.0,4.6,94.1,89.9,4.0,0.2,3.2,2.7
MO,Odessa,5100.0,38.9988,-93.9665,52066.0,11.7,94.9,94.8,1.4,0.4,0.4,2.2
MO,Old Mines,4178.0,,,,,,,,,,
MO,Ozark,19905.0,37.0361,-93.2154,45695.0,12.6,89.2,95.2,0.8,0.5,0.5,3.2
MO,Pettis County,4178.0,,,,,,,,,,
MO,Poplar Bluff,20518.0,36.7632,-90.4136,29536.0,27.7,80.5,84.8,10.0,0.5,0.9,2.2
MO,Raytown,29211.0,38.9944,-94.4641,49139.0,13.9,91.8,67.7,25.1,0.5,1.0,5.1
MO,Republic,16294.0,37.1453,-93.4446,50972.0,15.8,93.2,95.6,0.7,0.6,0.5,2.2
MO,Sedalia,26399.0,38.7042,-93.2351,31460.0,23.9,80.7,85.3,5.2,0.5,0.7,9.0
MO,Springfield,287222.0,37.1943,-93.2915,33557.0,25.7,88.3,88.7,4.1,0.8,1.9,3.7
MO,St Louis,4178.0,,,,,,,,,,
MO,St. Joseph,80818.0,39.7598,-94.821,43298.0,19.9,86.4,87.8,6.0,0.5,0.9,5.7
MO,St. Louis,2078283.0,38.6358,-90.2451,35599.0,27.1,84.1,43.9,49.2,0.3,2.9,3.5
MO,Sugar Creek,3308.0,39.1421,-94.4019,35738.0,15.5,88.2,90.9,2.5,0.5,0.6,7.1
MO,Sullivan,9198.0,38.2127,-91.1637,30507.0,19.0,79.3,97.4,0.2,0.4,0.4,2.2
MO,University City,34549.0,38.6657,-90.3315,51933.0,17.6,93.1,50.8,41.1,0.3,4.3,2.8
MO,Webster Groves,22886.0,38.5866,-90.3544,88388.0,4.1,97.6,89.9,6.6,0.2,1.5,1.6
MO,Wheeling,264.0,39.7862,-93.386,32813.0,26.9,87.5,98.9,0.4,0.4,0.0,0.7
MS,Barton,4178.0,,,,,,,,,,
MS,Biloxi,45908.0,30.4422,-88.9512,39011.0,24.6,85.1,68.4,19.6,0.5,4.4,8.7
MS,Braxton,176.0,32.0264,-89.9715,,26.6,69.7,92.9,1.1,0.5,0.0,1.1
MS,Brookhaven,10346.0,31.5803,-90.4432,30487.0,37.1,84.8,43.8,54.1,0.1,0.7,0.9
MS,Clarksdale,15574.0,34.1971,-90.5729,28988.0,35.0,79.3,19.5,79.0,0.1,0.6,0.9
MS,Clinton,25154.0,32.354,-90.3403,55486.0,15.5,92.2,60.1,33.9,0.2,4.1,1.5
MS,Columbus,31701.0,33.5088,-88.4097,42359.0,16.15,88.65,57.650000000000006,35.85,0.15000000000000002,2.05,4.35
MS,DeSoto County,4178.0,,,,,,,,,,
MS,Fayette,1499.0,31.7123,-91.062,20294.0,49.6,75.9,1.6,97.9,0.2,0.0,0.2
MS,Florence,4427.0,32.1557,-90.1224,58095.0,3.4,90.7,85.3,13.1,0.1,0.5,1.1
MS,Gautier,18512.0,30.4106,-88.6568,44675.0,15.2,88.4,61.1,32.4,0.5,1.5,5.3
MS,Greenville,31243.0,33.385,-91.0514,29206.0,36.8,78.7,20.2,78.0,0.2,0.7,0.9
MS,Grenada,10016.0,33.7816,-89.813,28952.0,24.8,72.9,44.8,53.7,0.2,0.3,0.9
MS,Gulfport,221348.0,30.4271,-89.0703,36474.0,25.5,84.5,56.9,36.1,0.4,1.7,5.2
MS,Hancock County,4178.0,,,,,,,,,,
MS,Hattiesburg,81036.0,31.3074,-89.317,26852.0,37.8,84.6,41.9,53.0,0.2,0.9,4.3
MS,Hinds County,4178.0,,,,,,,,,,
MS,Horn Lake,27095.0,34.9512,-90.0501,45105.0,13.8,84.7,59.0,32.9,0.4,1.0,8.0
MS,Iuka,2964.0,34.8077,-88.1978,31684.0,20.9,68.8,91.4,6.4,0.2,0.2,1.8
MS,Jackson,338185.0,32.3163,-90.2124,32250.0,30.9,84.1,18.4,79.4,0.1,0.4,1.6
MS,Lauderdale County,4178.0,,,,,,,,,,
MS,Lucedale,2761.0,30.9312,-88.5959,38900.0,30.9,77.5,68.7,29.6,0.1,0.5,1.7
MS,Lumberton,2211.0,31.0064,-89.4592,19745.0,42.5,79.4,42.4,56.5,0.1,0.0,0.5
MS,Madison County,4178.0,,,,,,,,,,
MS,Meridian,38294.0,32.3846,-88.6897,46896.5,16.45,92.75,48.25,43.9,0.4,2.6500000000000004,7.75
MS,Monroe County,4178.0,,,,,,,,,,
MS,Moss Point,13398.0,30.424,-88.5289,34831.0,21.6,85.6,23.9,73.6,0.2,0.4,1.9
MS,Neshoba County,4178.0,,,,,,,,,,
MS,Oxford,32203.0,34.3609,-89.5286,32474.0,39.6,93.4,72.3,21.8,0.3,3.3,2.5
MS,Pearl,26534.0,32.273,-90.0918,41208.0,17.35,78.55,41.25,12.4,41.5,0.45,4.1000000000000005
MS,Pearl River County,4178.0,,,,,,,,,,
MS,Pelehatchie,4178.0,,,,,,,,,,
MS,Petal,10633.0,31.3477,-89.2359,53169.0,11.8,88.5,86.1,9.9,0.2,0.7,3.5
MS,Pontotoc County,4178.0,,,,,,,,,,
MS,Ruth,4178.0,,,,,,,,,,
MS,Smithville,911.0,34.068,-88.3983,37583.0,15.8,77.6,96.0,1.7,0.4,0.1,1.6
MS,Southaven,54031.0,34.9514,-89.9787,58227.0,11.4,88.4,71.0,22.2,0.3,1.7,5.0
MS,St. Martin,8242.0,30.4399,-88.8651,44579.0,17.2,86.2,72.1,13.4,0.4,9.7,4.1
MS,Stone County,4178.0,,,,,,,,,,
MS,Tate County,4178.0,,,,,,,,,,
MS,Tupelo,45231.0,34.2691,-88.7318,41487.0,23.3,87.2,58.7,36.8,0.1,1.0,3.5
MS,Walls,1399.0,34.9257,-90.1604,38558.0,18.7,87.2,34.7,60.8,0.2,0.6,3.0
MS,Water Valley,2599.0,34.1622,-89.6301,30218.0,26.5,77.3,56.4,42.2,0.1,0.1,1.1
MS,Wesson,1894.0,31.6999,-90.3959,54444.0,13.6,84.3,79.5,17.9,0.1,0.4,3.1
MT,Bigfork,4797.0,48.0852,-114.0551,53495.0,12.0,95.5,96.1,0.5,0.6,0.4,2.5
MT,Billings,120800.0,45.7889,-108.5509,51012.0,12.8,92.8,89.6,0.8,4.4,0.7,5.2
MT,Bozeman,53949.0,45.6828,-111.0549,45729.0,20.1,98.1,93.6,0.5,1.1,1.9,2.9
MT,Butte,30628.0,45.902,-112.6571,,,,,,,,
MT,Dillon,4753.0,45.2177,-112.6348,38750.0,22.0,92.5,94.7,0.3,1.4,0.5,3.5
MT,Flathead County,4178.0,,,,,,,,,,
MT,Great Falls,65624.0,47.5022,-111.2995,42896.0,17.4,91.0,88.5,1.1,5.0,0.9,3.4
MT,Helena,50227.0,46.5965,-112.0199,55125.0,10.4,94.6,94.7,0.3,2.3,0.4,2.3
MT,Huntley,473.0,45.8995,-108.3054,,0.0,100.0,94.6,0.0,1.1,0.4,4.9
MT,Lewistown,6108.0,47.0514,-109.4525,35990.0,8.2,91.8,95.6,0.15,1.9500000000000002,0.2,2.05
MT,Livingston,8735.0,45.6665,-110.5538,40619.0,12.7,94.7,96.2,0.1,0.8,0.3,2.5
MT,Lodge Grass,445.0,45.3142,-107.3677,23854.0,48.4,83.4,9.6,0.0,86.7,0.2,1.4
MT,Malta,1935.0,48.3555,-107.8709,30697.0,14.3,88.8,88.2,0.1,5.5,0.4,2.0
MT,Missoula,90218.0,46.8685,-114.0095,41421.0,19.5,96.2,92.1,0.5,2.8,1.2,2.9
MT,Philipsburg,921.0,46.3324,-113.296,41103.0,11.7,82.8,96.8,0.1,0.9,0.2,1.8
MT,Shelby,2813.0,48.5033,-111.8615,44119.0,16.4,82.6,89.5,0.8,6.5,0.5,3.0
MT,Superior,835.0,47.1935,-114.892,22069.0,25.5,89.2,93.8,0.7,1.2,1.6,2.3
MT,Three Forks,2006.0,45.89,-111.5522,51603.0,8.6,90.9,98.1,0.2,0.4,0.5,2.1
NC,Aberdeen,7625.0,35.1351,-79.4319,46932.0,17.0,85.8,67.9,24.7,1.3,1.8,5.1
NC,Anson County,4178.0,,,,,,,,,,
NC,Apex,50451.0,35.7246,-78.8698,90654.0,4.6,96.1,79.5,7.6,0.3,7.1,7.1
NC,Archdale,11518.0,35.9034,-79.9592,50420.0,10.5,81.4,87.8,4.0,0.6,4.8,4.0
NC,Ashe County,4178.0,,,,,,,,,,
NC,Asheboro,39076.0,35.7157,-79.8129,32819.0,24.7,77.3,67.8,12.0,0.9,1.4,26.9
NC,Asheville,309250.0,35.5704,-82.5537,43334.0,17.3,92.3,79.3,13.4,0.3,1.4,6.5
NC,Bailey,563.0,35.7805,-78.1129,41750.0,27.0,84.8,65.9,20.4,0.0,0.0,13.4
NC,Brevard,13603.0,35.2439,-82.7265,39659.0,12.7,89.9,83.3,11.0,0.3,1.0,3.7
NC,Burlington,127374.0,36.0762,-79.4687,36140.0,22.0,81.9,57.6,28.0,0.7,2.1,16.0
NC,Burnsville,1638.0,35.9164,-82.2974,24083.0,33.4,78.5,91.6,2.3,0.6,0.1,10.4
NC,Caldwell County,4178.0,,,,,,,,,,
NC,Calypso,540.0,35.1548,-78.1045,37750.0,32.7,71.6,54.8,19.3,0.4,0.0,26.0
NC,Canton,4272.0,35.5516,-82.8406,34388.0,16.9,79.9,93.6,1.8,0.7,0.1,5.0
NC,Cary,165904.0,35.7817,-78.8175,91579.0,6.3,95.3,73.1,8.0,0.4,13.1,7.7
NC,Charlotte,1467362.0,35.2079,-80.8304,53637.0,16.8,88.4,50.0,35.0,0.5,5.0,13.1
NC,Clinton,9428.0,35.0005,-78.3311,31997.0,29.2,81.5,48.9,40.5,1.2,1.1,9.2
NC,Cofield,382.0,36.3567,-76.9105,32917.0,28.0,77.1,7.7,82.1,5.1,0.0,3.4
NC,Dallas,4698.0,35.3167,-81.1826,34770.0,16.4,82.7,76.4,15.9,0.4,0.6,8.0
NC,Davidson County,4178.0,,,,,,,,,,
NC,Dublin,322.0,34.6562,-78.7231,30800.0,28.0,75.1,66.9,19.5,1.5,0.0,10.9
NC,Durham,407575.0,35.9795,-78.9032,50420.0,19.2,87.1,42.5,41.0,0.5,5.1,14.2
NC,East Flat Rock,4287.0,35.2802,-82.4171,26193.0,28.7,74.1,80.6,4.1,0.4,0.7,22.4
NC,Efland,921.0,36.0806,-79.1718,52736.0,2.4,99.1,62.4,31.9,0.0,0.8,7.4
NC,Elizabethtown,2989.0,34.6238,-78.6097,23544.0,41.2,79.2,43.7,51.0,0.5,0.7,4.1
NC,Ernul,4178.0,,,,,,,,,,
NC,Fayetteville,324700.0,35.0846,-78.9776,43630.0,18.4,91.2,45.7,41.9,1.1,2.6,10.1
NC,Fleetwood,4178.0,,,,,,,,,,
NC,Fletcher,8233.0,35.4316,-82.5038,52888.0,6.8,94.3,88.3,4.1,0.5,3.1,4.8
NC,Franklin,7066.0,35.1798,-83.3809,26923.0,35.9,80.8,90.1,2.1,0.5,0.8,13.0
NC,Gaston County,4178.0,,,,,,,,,,
NC,Gastonia,180974.0,35.2494,-81.1853,40432.0,20.8,83.2,63.0,27.8,0.4,1.3,9.6
NC,Graham,14814.0,36.0596,-79.3898,31906.0,29.1,79.1,62.9,22.8,1.2,1.3,15.7
NC,Granite Falls,4659.0,35.7965,-81.4233,43409.0,20.2,77.6,93.5,1.7,0.2,0.7,5.2
NC,Greensboro,335588.0,36.0956,-79.8268,41628.0,19.3,88.7,48.4,40.6,0.5,4.0,7.5
NC,Greenville,128385.0,35.5956,-77.3768,34435.0,32.5,91.6,56.3,37.0,0.4,2.4,3.8
NC,Henderson,20158.0,36.3259,-78.4155,23904.0,33.8,69.5,30.0,64.0,0.3,0.8,6.4
NC,Hendersonville,13954.0,35.3241,-82.4578,33937.0,26.4,85.8,79.7,9.2,0.4,1.2,13.5
NC,Hickory,215353.0,35.7426,-81.323,43338.0,17.5,84.3,74.9,14.3,0.3,3.2,11.4
NC,High Point,177874.0,35.9905,-79.9937,42299.0,21.7,84.9,53.6,33.0,0.6,6.1,8.5
NC,Hubert,4178.0,,,,,,,,,,
NC,Hudson,3698.0,35.8475,-81.4864,44196.0,14.1,88.0,93.5,1.9,0.3,0.2,5.8
NC,Huntersville,56212.0,35.4057,-80.8729,90253.0,5.1,95.4,82.8,9.4,0.3,2.7,7.4
NC,Iredell County,4178.0,,,,,,,,,,
NC,Jamestown,4167.0,35.9984,-79.9353,71648.0,8.0,90.4,80.6,13.6,0.4,2.5,3.2
NC,Jonesville,2234.0,36.2336,-80.8351,21974.0,40.1,68.5,81.6,11.5,0.2,0.1,7.3
NC,Kings Mountain,10791.0,35.2348,-81.3501,40939.0,18.1,83.9,73.0,22.5,0.2,1.6,2.6
NC,Kinston,27517.0,35.2748,-77.5937,28060.0,33.1,80.3,28.7,68.0,0.2,0.7,2.4
NC,Lawndale,589.0,35.4142,-81.5631,31750.0,21.4,82.8,79.2,15.3,0.0,0.2,4.8
NC,Leland,19976.0,34.204,-78.028,61374.0,14.2,93.5,83.9,10.0,0.6,1.5,4.9
NC,Lenoir,17943.0,35.9097,-81.5247,31063.0,22.8,77.0,78.4,12.7,0.4,0.9,9.0
NC,Lexington,18775.0,35.8017,-80.2682,28235.0,29.9,69.9,54.7,28.4,0.7,2.9,16.3
NC,Liberty,2659.0,35.8556,-79.5682,35398.0,23.7,75.6,67.4,20.4,1.1,0.2,14.4
NC,Lincolnton,23311.0,35.4747,-81.2385,32217.0,28.6,78.6,76.6,13.7,0.3,0.6,16.0
NC,Linwood,4178.0,,,,,,,,,,
NC,Lumberton,29047.0,34.6312,-79.0186,31245.0,34.8,74.1,40.8,37.2,13.1,2.4,6.7
NC,Maiden,3690.0,35.5853,-81.2201,48324.0,18.1,76.5,83.6,11.3,0.5,1.3,6.2
NC,Mocksville,5416.0,35.9002,-80.562,37513.0,20.0,77.5,73.9,14.6,0.6,0.8,12.0
NC,Monroe,35065.0,35.0061,-80.5593,42186.0,24.6,75.1,52.0,25.2,0.6,0.9,29.4
NC,Mooresville,37820.0,35.5849,-80.8266,63792.0,10.3,92.4,80.2,10.9,0.5,3.3,6.9
NC,Morganton,16519.0,35.7408,-81.7003,36906.0,26.2,77.8,70.1,12.2,0.9,2.4,16.4
NC,Mount Holly,15635.0,35.3136,-81.0072,49525.0,11.7,85.9,80.4,12.7,0.4,2.4,5.5
NC,Mt. Airy,4178.0,,,,,,,,,,
NC,Newton Grove,563.0,35.2522,-78.3552,32292.0,15.8,80.0,71.7,10.7,1.1,0.9,15.1
NC,Parkton,421.0,34.9028,-79.0098,46458.0,14.1,83.0,72.2,15.1,5.5,0.7,7.1
NC,Peachland,404.0,34.9931,-80.266,35000.0,31.6,80.9,62.2,34.1,0.5,0.2,0.9
NC,Pinnacle,1010.0,36.323,-80.4241,,8.1,76.5,91.1,6.6,0.1,0.9,1.3
NC,Pleasant Hill,751.0,36.258,-80.8904,21544.0,25.3,61.6,96.5,0.9,0.0,0.1,3.4
NC,Polkton,3125.0,35.0031,-80.1963,30667.0,27.5,72.3,33.7,61.0,1.6,0.6,8.2
NC,Raleigh,1018336.0,35.8324,-78.6438,55398.0,16.0,90.5,57.5,29.3,0.5,4.3,11.4
NC,Ramseur,2949.0,35.7372,-79.6543,30000.0,35.1,70.9,75.6,12.6,1.0,1.4,15.2
NC,Richlands,1698.0,34.9003,-77.5427,48548.0,9.3,92.1,73.9,18.2,0.3,1.0,8.2
NC,Ronda,412.0,36.2217,-80.9432,30662.0,23.0,62.3,91.1,2.2,0.2,0.0,9.1
NC,Rowland,1014.0,34.5362,-79.2928,21298.0,36.2,77.1,21.0,70.3,6.4,0.0,1.6
NC,Roxboro,9577.0,36.3905,-78.9811,19719.0,41.8,70.9,44.9,46.8,0.6,0.4,8.7
NC,Rutherfordton,4031.0,35.3642,-81.9613,39274.0,17.8,87.1,84.9,10.4,0.3,1.6,3.0
NC,Salemburg,416.0,35.0151,-78.5028,36528.0,16.8,80.9,88.3,7.1,1.4,0.2,2.1
NC,Salisbury,33849.0,35.6657,-80.491,36701.0,23.3,82.4,52.4,37.7,0.4,1.6,10.6
NC,Sanford,34557.0,35.4874,-79.1772,41638.0,21.5,77.4,55.2,27.6,0.8,1.1,25.6
NC,Shallotte,4092.0,33.9755,-78.3807,36947.0,15.7,85.1,85.2,9.3,0.6,1.3,4.8
NC,Shelby,26962.0,35.2904,-81.5451,34300.0,29.0,85.1,54.7,41.3,0.4,0.8,3.1
NC,Sparta,1744.0,36.5035,-81.1218,21339.0,34.4,72.1,85.5,2.7,1.0,1.0,14.7
NC,Spring Lake,12580.0,35.1841,-78.9962,36964.0,21.4,91.5,47.2,36.3,1.1,3.0,15.4
NC,Statesville,26657.0,35.7838,-80.8711,32728.0,28.4,80.1,54.8,34.5,0.3,1.9,10.9
NC,Stoneville,1249.0,36.4653,-79.9064,38313.0,10.6,81.2,78.6,16.2,0.2,0.3,3.8
NC,Tarboro,12916.0,35.9046,-77.5563,33349.0,17.0,75.0,47.2,48.4,0.1,0.5,4.9
NC,Thomasville,26615.0,35.8813,-80.0807,35554.0,23.8,80.6,68.3,19.6,0.7,1.1,14.4
NC,Timberlake,4178.0,,,,,,,,,,
NC,Trinity,6628.0,35.8756,-80.0093,48357.0,14.8,84.2,91.7,4.9,0.4,1.2,2.3
NC,Union Grove,4178.0,,,,,,,,,,
NC,WInston Salem,4178.0,,,,,,,,,,
NC,Wadesboro,5255.0,34.9645,-80.0746,27361.0,32.2,79.7,35.6,60.7,0.2,1.4,1.8
NC,Wake County,4178.0,,,,,,,,,,
NC,Wake Forest,42269.0,35.9634,-78.5139,80978.0,7.0,95.2,77.3,15.3,0.4,2.9,5.6
NC,Washington,16138.0,35.5587,-77.0546,49606.0,13.950000000000001,89.5,72.85,24.1,0.30000000000000004,0.25,3.3
NC,Watauga County,4178.0,,,,,,,,,,
NC,Welcome,4319.0,35.9066,-80.2548,57674.0,11.9,81.8,92.2,3.7,0.2,1.4,3.6
NC,Wilkesboro,3491.0,36.1417,-81.1726,33450.0,30.5,75.9,81.5,8.9,0.2,3.0,7.3
NC,Wilmington,245910.0,34.2101,-77.886,42128.0,23.4,90.3,73.5,19.9,0.5,1.2,6.1
NC,Wilson,49372.0,35.7312,-77.9284,38497.0,25.9,80.1,42.9,47.9,0.3,1.2,9.4
NC,Winston-Salem,416581.0,36.1029,-80.261,39882.0,24.8,85.1,51.2,34.7,0.4,2.0,14.7
ND,Bismarck,97457.0,46.814,-100.7695,58901.0,9.6,92.8,92.4,0.7,4.5,0.6,1.3
ND,Devil's Lake,4178.0,,,,,,,,,,
ND,Dickinson,21935.0,46.8918,-102.7924,71144.0,7.1,89.9,94.2,1.0,1.2,1.5,2.1
ND,Grand Forks,66159.0,47.9221,-97.0887,43843.5,13.049999999999999,96.05000000000001,83.4,6.1,1.7,2.5,6.4
ND,Mandan,22228.0,46.829,-100.887,59078.0,9.3,91.8,91.7,0.6,4.9,0.2,1.8
ND,Standing Rock Reservation,4178.0,,,,,,,,,,
ND,Stutsman County,4178.0,,,,,,,,,,
