state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
TX,League City,104903.0,29.4874,-95.1087,93675.0,5.6,95.3,79.5,7.1,0.4,5.4,17.3
TX,Leon County,4178.0,,,,,,,,,,
TX,Levelland,13884.0,33.5806,-102.3636,48802.0,15.4,77.9,75.5,5.1,0.9,0.4,48.2
TX,Littlefield,5558.0,33.9191,-102.3349,35642.0,26.7,75.3,74.1,6.2,0.6,0.2,54.7
TX,Llano,3064.0,30.7508,-98.6763,33481.5,27.0,67.05,89.85,0.4,0.9,0.35,47.800000000000004
TX,Lockhart,13396.0,29.8785,-97.6831,48884.0,13.1,79.8,73.0,9.4,0.8,0.4,51.1
TX,Longview,100196.0,32.5192,-94.7622,44544.0,17.9,83.5,63.3,22.9,0.5,1.4,18.0
TX,Lorena,1761.0,31.3818,-97.2127,53125.0,12.8,88.9,93.6,0.9,0.1,0.9,9.9
TX,Lubbock,262505.0,33.5642,-101.8871,44648.0,20.7,85.3,75.8,8.6,0.7,2.4,32.1
TX,Lufkin,45912.0,31.3217,-94.7277,39890.0,23.7,77.2,56.7,27.4,0.5,1.7,24.1
TX,Mabank,3446.0,32.3682,-96.1141,33764.0,24.2,81.6,88.8,4.0,0.7,1.2,8.7
TX,Mansfield,68928.0,32.569,-97.1211,90089.0,6.2,94.4,73.5,14.2,0.6,3.7,15.4
TX,Marshall,21672.0,32.537,-94.3515,35702.0,22.2,78.9,48.0,38.3,0.8,0.8,17.0
TX,Maryneal,4178.0,,,,,,,,,,
TX,Mathis,5776.0,28.0909,-97.817,32538.0,35.3,51.7,85.7,1.5,0.3,0.1,91.6
TX,McKinney,235134.0,33.2016,-96.6669,63299.0,10.0,73.55,70.85,5.75,0.85,2.3,38.85
TX,Mesquite,143949.0,32.7623,-96.5889,49604.0,21.15,44.300000000000004,79.5,10.9,0.4,1.6,63.599999999999994
TX,Midland,144247.0,32.0249,-102.1137,69173.0,9.3,83.0,75.5,7.9,0.7,1.4,37.6
TX,Midlothian,25254.0,32.4718,-96.9877,74881.0,5.3,92.2,88.5,3.6,0.4,0.8,15.2
TX,Mission,84424.0,26.204,-98.3251,50976.5,19.15,76.1,62.349999999999994,15.2,0.4,8.4,62.85
TX,Missouri City,74497.0,29.563,-95.5365,87955.0,5.2,93.1,33.6,41.8,0.4,16.2,15.3
TX,Monahans,8312.0,31.6289,-103.0404,50389.0,18.5,77.2,75.1,6.5,0.9,0.4,51.0
TX,Myra,4178.0,,,,,,,,,,
TX,Nacogdoches,35192.0,31.6135,-94.6528,32357.0,30.0,85.2,58.5,28.8,0.5,1.8,16.8
TX,New Boston,4822.0,33.4612,-94.4182,29221.0,28.4,85.3,76.0,18.5,0.8,0.5,4.5
TX,Nocona,2896.0,33.7835,-97.7302,40571.5,20.25,78.94999999999999,93.35,0.7,0.75,0.1,12.200000000000001
TX,North Laredo,4178.0,,,,,,,,,,
TX,Oak Cliff,4178.0,,,,,,,,,,
TX,Odessa,147810.0,31.8831,-102.3406,59337.0,12.1,76.4,75.4,5.7,1.0,1.1,50.6
TX,Onalaska,7832.0,30.8209,-95.111,33250.0,33.2,74.8,90.9,5.0,1.0,0.7,3.5
TX,Palestine,18835.0,31.7544,-95.6471,36348.0,23.8,81.7,62.1,23.3,0.5,0.9,21.9
TX,Panhandle,2350.0,35.346,-101.3804,73380.0,11.0,94.9,94.0,0.6,1.3,0.2,9.8
TX,Paris,25961.0,33.6689,-95.5462,32025.0,25.6,84.1,67.4,23.4,1.5,0.9,8.2
TX,Pasadena,153520.0,29.6584,-95.1499,48004.0,19.9,71.5,75.3,2.3,0.7,2.1,62.2
TX,Pattison,586.0,29.819,-95.9761,68750.0,4.8,76.0,79.9,4.9,0.4,0.4,29.0
TX,Pearland,119940.0,29.5585,-95.3215,95972.0,4.5,93.1,62.0,16.4,0.5,12.4,20.5
TX,Pharr,79487.0,26.1685,-98.1904,34708.0,33.9,62.0,85.1,0.6,0.5,0.5,93.0
TX,Plainview,24150.0,34.1911,-101.7234,43424.0,25.2,74.3,68.5,5.2,1.1,0.5,59.6
TX,Plano,286143.0,33.0502,-96.7487,83793.0,7.5,93.5,66.9,7.6,0.4,16.9,14.7
TX,Ponder,1949.0,33.1776,-97.2909,87258.0,3.4,88.6,91.4,3.1,0.4,0.4,12.5
TX,Port Arthur,157934.0,29.8554,-93.9264,32863.0,27.3,71.9,36.1,40.7,0.7,5.9,29.6
TX,Poteet,3350.0,29.0372,-98.5728,31100.0,24.3,63.8,80.4,1.0,1.1,0.2,87.0
TX,Progreso,5938.0,26.0962,-97.9566,50638.0,27.15,62.35,90.95,0.5,0.5,0.05,81.1
TX,Quanah,2529.0,34.2954,-99.7429,31505.0,15.6,82.1,84.0,7.0,0.4,0.3,20.4
TX,Quinlan,1483.0,32.909,-96.1312,35707.0,27.2,72.5,94.1,0.6,0.9,1.1,9.1
TX,Refugio,2846.0,28.3073,-97.275,36318.0,23.0,77.4,76.2,11.4,0.3,0.2,51.9
TX,Reno,3300.0,33.6659,-95.4768,62493.0,12.8,87.35,91.55,2.5999999999999996,1.3,0.6,6.75
TX,Rio Bravo,8012.0,27.3648,-99.482,25574.0,44.2,43.5,94.5,0.1,0.3,0.1,98.9
TX,Rockwall,44208.0,32.917,-96.4377,88810.0,6.4,91.6,82.4,5.9,0.6,3.0,16.6
TX,Rosenberg,37661.0,29.546,-95.822,44916.0,20.7,74.6,61.1,13.4,0.6,1.0,60.3
TX,Rosser,375.0,32.4648,-96.4431,41071.0,30.7,67.1,61.7,31.9,1.5,0.0,6.3
TX,Round Rock,123678.0,30.5254,-97.6659,72412.0,10.0,90.5,70.8,9.8,0.7,5.2,29.0
TX,Saginaw,23014.0,32.8657,-97.3652,74903.0,7.5,92.1,83.0,4.3,0.8,1.8,23.6
TX,San Angelo,99890.0,31.4426,-100.4501,44802.0,16.1,82.9,80.4,4.6,0.8,1.1,38.5
TX,San Antonio,2002530.0,29.4658,-98.5254,46744.0,19.8,81.4,72.6,6.9,0.9,2.4,63.2
TX,San Marcos,74212.0,29.8736,-97.938,28923.0,37.0,85.7,78.5,5.5,0.9,1.6,37.8
TX,Sandia,875.0,28.0199,-97.8701,,35.0,18.0,84.4,1.6,2.6,0.0,65.7
TX,Sanger,7128.0,33.3712,-97.1677,54103.0,9.0,91.4,86.4,3.4,0.8,0.6,17.7
TX,Schertz,40092.0,29.5648,-98.2537,74509.0,7.2,92.6,78.8,8.6,0.7,2.3,25.7
TX,Seagoville,16715.0,32.653,-96.5455,43641.0,15.8,72.2,67.2,16.8,1.0,0.5,32.7
TX,Seminole,7613.0,32.7215,-102.6504,54063.0,10.1,68.8,81.9,1.8,0.5,0.5,40.7
TX,Shelbyville,4178.0,,,,,,,,,,
TX,Sherman,67354.0,33.6266,-96.6195,42923.0,20.4,84.7,71.6,11.1,1.4,1.7,20.5
TX,Sierra Blanca,641.0,31.1834,-105.3395,45278.0,28.5,79.0,83.9,3.3,3.4,1.4,73.1
TX,Silsbee,9694.0,30.3456,-94.1764,33550.0,28.4,84.8,65.8,30.3,0.4,0.6,4.0
TX,Snyder,11678.0,32.7133,-100.9113,51352.0,11.7,80.2,79.0,3.8,0.7,0.5,41.4
TX,Socorro,34048.0,31.6384,-106.2601,30789.0,33.5,55.5,94.3,0.2,1.6,0.1,96.7
TX,Splendora,2042.0,30.2321,-95.1617,37431.0,31.5,72.0,92.6,1.1,0.2,0.7,9.8
TX,Spring,57932.0,30.0613,-95.383,66484.0,8.0,90.4,80.1,0.9,0.2,3.1,28.4
TX,Springtown,2873.0,32.9695,-97.6805,47826.0,19.4,89.6,93.5,0.8,1.0,0.3,9.1
TX,Stratford,2077.0,36.3376,-102.076,48889.0,10.9,72.7,88.7,0.3,0.4,0.0,45.9
TX,Sunset,377.0,33.4479,-97.7663,90209.0,1.5,95.7,97.2,0.5,0.2,0.1,52.4
TX,Sweetwater,9940.0,32.4693,-100.4092,32259.0,24.9,76.4,81.8,6.2,0.5,0.6,38.3
TX,Tahoka,2513.0,33.164,-101.7949,39313.0,18.3,84.6,78.6,3.9,1.5,0.2,49.7
TX,Temple,101876.0,31.1076,-97.3894,47475.0,17.9,87.9,68.1,16.9,0.6,2.1,23.7
TX,Terrell,16733.0,32.7341,-96.2939,93067.5,11.35,86.75,75.1,14.0,0.4,0.75,20.55
TX,The Colony,42721.0,33.0927,-96.8977,71488.0,7.7,94.1,75.4,8.1,0.8,5.8,21.2
TX,Tomball,11707.0,30.0964,-95.6186,44086.0,22.7,88.8,82.7,6.3,0.8,1.1,17.0
TX,Vernon,9941.0,34.148,-99.3,39353.0,19.9,76.3,75.7,9.4,1.1,0.8,28.4
TX,Victoria,68271.0,28.8285,-96.985,48658.0,9.0,67.1,83.1,3.85,0.3,0.7,74.15
TX,Waco,188448.0,31.5597,-97.1882,33147.0,29.0,79.2,59.2,21.5,0.6,1.8,29.6
TX,Watagua,4178.0,,,,,,,,,,
TX,Watauga,24602.0,32.8718,-97.2515,64401.0,8.7,88.0,79.3,5.9,0.9,5.1,20.1
TX,Weatherford,42278.0,32.7535,-97.7724,57257.0,10.6,89.3,89.4,2.4,0.8,0.9,13.6
TX,Webster,11123.0,29.5317,-95.1188,44758.0,17.6,83.5,59.6,13.6,0.7,4.5,34.0
TX,West Odessa,25781.0,31.8388,-102.4996,51275.0,15.5,67.5,78.7,1.1,1.1,0.2,61.8
TX,Whitewright,1678.0,33.5108,-96.3957,35938.0,18.4,80.3,85.7,8.3,0.5,0.1,5.7
TX,Wichita Falls,99617.0,33.9072,-98.529,44543.0,19.8,85.3,73.2,12.7,1.0,2.4,18.9
TX,Willis,6436.0,30.4314,-95.4832,36640.0,14.4,65.7,56.7,18.2,0.9,0.4,38.0
TX,Wimberley,3019.0,29.9849,-98.0906,59167.0,19.8,91.4,93.5,0.5,1.5,0.3,11.2
TX,Wink,1006.0,31.7545,-103.1541,68882.0,14.6,88.3,85.2,0.7,0.6,0.0,27.0
TX,Winnie,3223.0,29.8167,-94.3807,43601.0,13.7,70.8,81.3,3.3,0.8,0.4,23.0
TX,Winters,2429.0,31.9564,-99.9293,36076.0,23.6,66.4,75.6,2.8,0.4,0.0,44.4
TX,Wood County,4178.0,,,,,,,,,,
UT,Aragonite,4178.0,,,,,,,,,,
UT,Cedar City,36592.0,37.6834,-113.0956,41632.0,22.9,91.3,89.4,0.7,2.7,0.9,7.9
UT,Centerville,17657.0,40.9284,-111.8849,78438.0,4.5,97.4,95.1,0.4,0.3,1.2,3.7
UT,Clearfield,31363.0,41.103,-112.0237,48866.0,13.1,92.3,81.6,3.1,0.8,2.6,16.1
UT,Clinton,21971.0,41.1395,-112.0656,72900.0,4.1,93.1,88.3,1.3,0.5,2.3,11.3
UT,Cottonwood Heights,33996.0,40.6137,-111.8144,79823.0,4.3,96.9,91.3,0.9,0.4,3.2,5.1
UT,Draper,47710.0,40.4956,-111.8607,95804.0,4.9,96.8,90.4,1.4,0.6,2.5,7.0
UT,Eagle Mountain,32204.0,40.3137,-112.0114,69018.0,5.8,95.5,91.9,0.6,0.5,0.6,8.6
UT,Emery County,4178.0,,,,,,,,,,
UT,Kearns,37194.0,40.652,-112.0093,56979.0,16.3,77.3,70.3,1.4,1.4,2.1,32.8
UT,Layton,76691.0,41.0771,-111.9622,69408.0,9.4,94.4,87.3,1.7,0.5,2.1,11.2
UT,Logan,100774.0,41.74,-111.8419,36032.0,26.5,88.8,83.9,1.0,1.0,3.3,13.9
UT,Logan Canyon,4178.0,,,,,,,,,,
UT,Magna,28257.0,40.7094,-112.0828,55786.0,13.6,81.6,78.4,0.9,1.0,0.8,23.3
UT,Milcreek,4178.0,,,,,,,,,,
UT,Millcreek,60192.0,40.6892,-111.8291,57672.0,10.8,94.1,87.2,1.7,0.8,3.6,8.4
UT,Montezuma Creek,389.0,37.2563,-109.303,16705.0,51.4,67.5,4.2,0.0,94.9,0.0,3.6
UT,Ogden,573632.0,41.228,-111.9677,41036.0,22.9,82.3,75.2,2.2,1.4,1.2,30.1
UT,Orem,97839.0,40.2983,-111.6992,55166.0,16.9,91.4,84.5,0.7,0.9,1.9,16.1
UT,Parowan,2778.0,37.8326,-112.8296,36209.0,13.3,95.5,96.6,0.2,0.6,0.2,4.8
UT,Provo,503695.0,40.2457,-111.6457,41291.0,28.8,90.5,84.8,0.7,0.8,2.5,15.2
UT,Riverton,43344.0,40.5176,-111.9635,85207.0,3.2,95.6,93.6,0.4,0.3,1.3,5.7
UT,Roosevelt,6694.0,40.2925,-110.0094,62351.0,13.5,88.7,82.3,0.3,8.2,0.5,9.2
UT,Roy,38595.0,41.1717,-112.048,62598.0,12.1,90.7,87.0,1.1,0.6,1.9,13.5
UT,Salt Lake City,1098400.0,40.7774,-111.93,47243.0,20.3,87.4,75.1,2.7,1.2,4.4,22.3
UT,Sandy,96145.0,40.5706,-111.851,79491.0,6.7,95.7,90.0,0.7,0.5,3.0,7.4
UT,South Ogden,17101.0,41.1714,-111.9568,55605.0,10.7,94.2,87.5,1.4,0.6,1.3,12.8
UT,South Salt Lake,24956.0,40.7056,-111.8986,37083.0,26.8,80.5,69.5,4.4,2.6,5.0,29.1
UT,Spanish Fork,39443.0,40.1102,-111.6405,65294.0,7.1,91.1,90.9,0.4,0.5,0.6,10.6
UT,Sugar House,4178.0,,,,,,,,,,
UT,Syracuse,29507.0,41.0864,-112.0697,86869.0,3.0,97.5,92.2,0.8,0.3,1.9,6.0
UT,Taylorsville,59992.0,40.6569,-111.9493,58524.0,11.3,88.9,78.2,1.9,1.0,3.9,18.6
UT,Wellington,1604.0,39.5358,-110.7345,42589.0,19.8,88.7,92.1,0.5,1.4,0.4,10.9
UT,West Jordan,113905.0,40.6024,-112.0008,68442.0,9.1,90.7,82.4,1.0,0.7,2.7,17.7
UT,West Valley City,136170.0,40.6889,-112.0115,52534.0,18.8,77.2,65.4,2.0,1.3,5.0,33.1
VA,Abingdon,7981.0,36.7089,-81.9713,39405.0,17.5,85.0,93.8,3.1,0.2,1.0,2.6
VA,Aldie,4178.0,,,,,,,,,,
VA,Alexandria,160035.0,38.8185,-77.0861,89134.0,8.3,91.5,60.9,21.8,0.4,6.0,16.1
VA,Arlington,229534.0,38.8786,-77.1011,105763.0,9.0,93.5,71.7,8.5,0.5,9.6,15.1
VA,Arvonia,4178.0,,,,,,,,,,
VA,Bassett,1107.0,36.7615,-79.9866,26210.0,26.5,68.5,69.3,20.9,0.0,0.3,9.1
VA,Bristol,16790.0,36.6179,-82.1607,35368.0,20.4,82.4,90.9,5.7,0.3,0.7,1.2
VA,Buchanan,1169.0,37.5211,-79.6894,55739.0,5.6,83.4,93.5,3.1,0.2,0.2,0.8
VA,Charlottesville,102016.0,38.0375,-78.4855,49775.0,25.8,90.2,69.1,19.4,0.3,6.4,5.1
VA,Chase City,2533.0,36.7998,-78.461,27955.0,29.6,73.6,48.2,48.1,0.2,0.8,1.4
VA,Chesapeake,240397.0,36.6778,-76.3024,68620.0,9.7,91.1,62.6,29.8,0.4,2.9,4.4
VA,Chester,21957.0,37.3531,-77.4342,60050.5,7.8,89.85,83.05,10.65,0.3,1.2000000000000002,5.4
VA,Colonial Heights,17830.0,37.265,-77.3969,50304.0,11.4,87.9,82.3,10.2,0.4,3.3,3.9
VA,Concord,1446.0,37.3426,-78.9863,58250.0,1.9,71.3,85.9,11.7,0.1,0.2,1.9
VA,Culpeper,19986.0,38.4705,-78.0001,57551.0,13.6,82.1,61.5,21.9,0.6,2.1,17.0
VA,Danville,47135.0,36.5831,-79.4088,32315.0,23.7,78.7,47.7,48.3,0.2,0.9,2.9
VA,Emporia,6366.0,36.6953,-77.5356,28601.0,34.9,74.7,32.7,62.5,0.3,0.7,4.4
VA,Fairfax,24097.0,38.8531,-77.2997,135273.5,3.95,94.85,74.25,4.3,0.3,13.7,11.5
VA,Falls Church,14583.0,38.8847,-77.1751,120522.0,2.7,97.7,79.9,4.3,0.3,9.4,9.0
VA,Farmville,8577.0,37.2959,-78.4002,33297.0,34.1,89.7,72.3,23.8,0.4,1.2,2.3
VA,Fredericksburg,164976.0,38.2992,-77.4872,51762.0,16.5,91.0,64.2,22.6,0.4,2.8,10.7
VA,Glade Spring,1429.0,36.7899,-81.7726,44342.0,16.6,87.2,93.8,4.8,0.2,0.1,1.0
VA,Grayson County,4178.0,,,,,,,,,,
VA,Grundy,929.0,37.2754,-82.0988,40066.0,12.9,81.3,85.9,10.0,0.1,1.5,3.1
VA,Hampton,134669.0,37.0551,-76.3629,49190.0,15.3,89.9,42.7,49.6,0.4,2.2,4.5
VA,Harrisonburg,74023.0,38.4362,-78.8735,38750.0,32.5,84.1,78.4,6.4,0.3,3.5,15.7
VA,Haymarket,1715.0,38.8121,-77.6363,124167.0,2.7,93.1,73.3,8.1,0.5,10.1,9.7
VA,Henrico,4178.0,,,,,,,,,,
VA,Herndon,24532.0,38.9699,-77.3867,101872.0,7.8,84.3,50.7,9.5,0.7,17.9,33.6
VA,Hiltons,4178.0,,,,,,,,,,
VA,Hinton,4178.0,,,,,,,,,,
VA,Hopewell,22621.0,37.2915,-77.2985,39064.0,19.0,80.9,55.4,37.0,0.4,0.8,6.6
VA,Independence,901.0,36.6254,-81.1511,18715.0,35.2,74.6,87.1,8.1,0.5,0.0,4.8
VA,King George,4997.0,38.2807,-77.1896,83208.0,5.6,90.3,75.4,18.3,0.4,1.1,3.6
VA,Lexington,8841.0,37.7825,-79.444,34017.0,20.2,80.0,85.2,9.7,0.1,2.2,3.8
VA,Lynchburg,125004.0,37.4003,-79.1909,39589.0,24.8,88.3,64.4,29.3,0.3,2.5,3.0
VA,Mecklenburg,4178.0,,,,,,,,,,
VA,Montgomery County,4178.0,,,,,,,,,,
VA,Newport News,179388.0,37.1051,-76.5185,50077.0,15.7,89.0,49.0,40.7,0.5,2.7,7.5
VA,Norfolk,244703.0,36.8945,-76.259,44480.0,21.0,87.0,47.1,43.1,0.5,3.3,6.6
VA,Norman,4178.0,,,,,,,,,,
VA,Pearisburg,2755.0,37.3289,-80.7275,46792.0,7.8,86.9,96.3,2.3,0.1,0.4,1.0
VA,Portsmouth,94572.0,36.8468,-76.354,45676.0,18.2,83.6,41.6,53.3,0.4,1.1,3.1
VA,Powhatan County,4178.0,,,,,,,,,,
VA,Pulaski,15496.0,37.0528,-80.7624,37485.0,21.1,80.4,89.0,7.8,0.3,0.6,1.9
VA,Richmond,1059907.0,37.5295,-77.4756,40758.0,25.5,83.2,40.8,50.6,0.3,2.3,6.3
VA,Richmond County,4178.0,,,,,,,,,,
VA,Roanoke,216177.0,37.2785,-79.958,39930.0,21.2,84.4,64.2,28.5,0.3,1.8,5.5
VA,Scott County,4178.0,,,,,,,,,,
VA,Spotsylvania,4178.0,,,70203.0,11.2,88.8,76.6,14.8,0.3,1.3,5.6
VA,Stafford,4178.0,,,68977.0,11.7,80.6,60.9,30.3,0.2,3.0,9.2
VA,Suffolk,90237.0,36.6953,-76.6398,65499.0,11.5,87.5,52.3,42.7,0.3,1.6,2.9
VA,Sussex County,4178.0,,,,,,,,,,
VA,Timberville,2645.0,38.6341,-78.773,40645.0,21.2,80.2,93.8,1.1,0.4,0.0,5.8
VA,Virginia Beach,1480383.0,36.7335,-76.0435,66634.0,8.3,93.3,67.7,19.6,0.4,6.1,6.6
VA,Waynesboro,22327.0,38.0674,-78.9014,45643.0,18.3,84.9,82.2,10.6,0.3,0.7,6.4
VA,Winchester,74031.0,39.1735,-78.1746,45363.0,16.0,84.2,74.5,10.9,0.4,2.3,15.4
VA,Wise County,4178.0,,,,,,,,,,
VA,Woodbridge,4430.0,38.6569,-77.2403,106818.0,6.9,91.7,57.4,18.5,0.6,9.8,17.4
VA,Woodford,4178.0,,,,,,,,,,
VA,Wythe County,4178.0,,,,,,,,,,
VA,Wytheville,7024.0,36.953,-81.0881,33983.0,23.7,78.4,89.3,7.4,0.1,0.9,1.4
VA,York County,4178.0,,,,,,,,,,
VT,Bolton,1180.0,,,,,,,,,,
VT,Burlington,108277.0,44.4877,-73.2314,44671.0,24.8,89.0,88.9,3.9,0.3,3.6,2.7
VT,Montpelier,7484.0,44.2658,-72.5717,61588.0,11.1,94.6,93.7,1.0,0.3,2.2,2.1
VT,Poultney,1619.0,43.5181,-73.236,40735.0,16.7,90.0,94.0,2.2,0.1,1.1,2.2
VT,Rutland,18571.0,43.6091,-72.9781,41345.0,17.1,89.7,95.9,0.8,0.3,0.8,1.5
VT,Tunbridge,1334.0,,,,,,,,,,
VT,Winooski,7237.0,44.4951,-73.1843,45974.0,26.1,85.0,82.6,6.9,0.3,6.2,2.2
WA,Aberdeen,29089.0,46.9757,-123.8095,48462.0,12.4,88.05,85.7,0.4,2.75,2.05,10.4
WA,Alderwood Manor,8817.0,47.8147,-122.2676,67222.0,13.1,92.1,68.7,4.1,0.8,17.7,6.8
WA,Auburn,80776.0,47.3041,-122.211,59347.0,15.9,87.6,70.5,4.9,2.3,8.9,12.9
WA,Bainbridge Island,24522.0,47.6439,-122.5434,101689.0,5.4,98.4,91.0,0.4,0.5,3.2,3.9
WA,Beaver,4178.0,,,,,,,,,,
WA,Bellingham,126015.0,48.7543,-122.4687,43536.0,23.0,92.7,84.9,1.3,1.3,5.1,7.0
WA,Benton City,4591.0,46.2624,-119.4814,51023.0,14.1,83.4,78.6,0.4,1.1,0.3,28.5
WA,Black Diamond,4436.0,47.313,-122.0181,67526.0,9.0,91.8,92.0,1.2,0.7,1.2,4.6
WA,Bothell,45533.0,47.7736,-122.2044,86723.0,5.4,95.3,77.1,2.0,0.6,12.7,7.2
WA,Bremerton,216480.0,47.5436,-122.7121,45658.0,21.5,93.4,74.0,6.7,2.0,5.5,9.6
WA,Burien,51671.0,47.4762,-122.3393,53712.0,18.2,83.3,63.5,5.9,1.5,9.9,20.7
WA,Centralia,41643.0,46.7225,-122.9695,37100.0,24.0,81.1,85.1,0.6,1.4,1.0,16.1
WA,Cheney,12421.0,47.4901,-117.5789,27600.0,40.1,94.7,81.7,4.0,1.3,4.0,9.3
WA,Cle Elum,3768.0,47.1946,-120.9553,45324.0,21.8,90.6,92.1,0.4,0.7,1.0,5.8
WA,Deer Park,3868.0,47.9642,-117.4397,40417.0,16.6,91.8,92.6,0.4,1.5,0.2,3.8
WA,Des Moines,31238.0,47.3914,-122.3154,58057.0,13.7,85.3,63.5,9.1,1.1,10.7,15.2
WA,East Wenatchee,13983.0,47.4172,-120.2809,53206.0,16.9,81.4,80.1,0.3,1.2,0.9,23.4
WA,Eatonville,3038.0,46.8682,-122.2698,59306.0,8.5,93.3,90.1,0.5,1.1,0.9,5.9
WA,Ebey Island,4178.0,,,,,,,,,,
WA,Elk Plain,14280.0,47.0448,-122.3671,64769.0,9.4,91.1,78.7,4.6,1.2,3.6,6.9
WA,Everett,110079.0,47.9524,-122.167,49578.0,17.6,88.1,74.6,4.1,1.4,7.8,14.2
WA,Federal Way,96690.0,47.309,-122.3359,55673.0,15.4,89.9,57.5,9.7,0.9,14.2,16.2
WA,Fife,10154.0,47.2328,-122.3518,64806.5,10.7,91.69999999999999,67.1,6.05,2.65,11.1,11.799999999999999
WA,Franklin County,4178.0,,,,,,,,,,
WA,Frederickstown,4178.0,,,,,,,,,,
WA,Glenoma,4178.0,,,,,,,,,,
WA,Graham,26939.0,47.0407,-122.2757,74107.0,5.1,94.5,82.6,4.0,1.2,2.8,6.3
WA,Grapeview,982.0,47.3316,-122.8413,62560.0,25.5,90.1,93.4,0.2,0.1,1.6,2.2
WA,Hillyard,4178.0,,,,,,,,,,
WA,Hunters,4178.0,,,,,,,,,,
WA,Kelso,12130.0,46.1248,-122.8909,33843.0,30.6,83.0,85.2,0.8,2.1,1.6,11.3
WA,Kennewick,232915.0,46.1979,-119.1732,51661.0,18.1,86.5,78.5,1.7,0.8,2.4,24.2
WA,Kent,128458.0,47.3887,-122.2128,60191.0,15.5,85.4,55.5,11.3,1.0,15.2,16.6
WA,Kent Station,4178.0,,,,,,,,,,
WA,Kirkland,88630.0,47.6997,-122.2041,92127.0,6.3,96.3,79.3,1.8,0.4,11.3,6.3
WA,Kittitas,1491.0,46.9837,-120.4191,39803.0,17.4,86.6,86.7,0.6,0.9,0.3,13.1
WA,Lacey,49748.0,47.0458,-122.7934,59407.0,9.9,93.6,74.2,5.4,1.2,8.0,9.2
WA,Lake Stevens,32785.0,48.0029,-122.096,74159.0,9.0,90.7,85.1,1.7,0.9,3.6,8.6
WA,Lakewood,60296.0,47.1628,-122.5299,44902.0,20.7,88.1,59.3,11.8,1.3,9.0,15.3
WA,Longview,65619.0,46.146,-122.963,49298.0,15.75,89.65,88.85,0.55,1.5499999999999998,2.05,7.0
WA,Lynnwood,38273.0,47.8285,-122.3035,50554.0,16.0,88.3,63.8,5.5,1.1,17.3,13.3
WA,Marysville,166541.0,48.081,-122.1558,65434.0,10.0,89.8,80.0,1.9,1.9,5.6,10.3
WA,Montesano,8494.0,47.0102,-123.5858,60563.0,4.2,93.3,92.2,0.6,1.7,1.4,3.3
WA,Moses Lake,37774.0,47.1284,-119.2741,40101.0,24.05,80.05000000000001,73.15,2.8,1.85,1.5,31.85
WA,Muckleshoot Indian Reservation,4178.0,,,,,,,,,,
WA,Oak Harbor,34663.0,48.2965,-122.6331,46621.0,13.1,92.7,72.6,4.9,0.9,10.2,9.3
WA,Olympia,196078.0,47.0417,-122.8959,53617.0,17.7,93.3,83.7,2.0,1.1,6.0,6.3
WA,Parkland,37019.0,47.1417,-122.4376,46503.0,17.8,85.7,60.2,11.6,1.4,8.3,12.9
WA,Pasco,73013.0,46.2506,-119.1303,55319.0,18.8,71.9,55.8,1.9,0.5,1.9,55.7
WA,Port Orchard,13997.0,47.5164,-122.661,62587.0,13.8,92.7,80.8,3.4,1.3,5.8,6.6
WA,Poulsbo,10670.0,47.7417,-122.6408,56226.0,8.9,93.2,82.9,1.1,0.9,5.7,9.2
WA,Puyallup,41001.0,47.1794,-122.2902,63376.0,10.5,92.2,84.4,2.1,1.4,3.8,6.9
WA,Renton,101379.0,47.4758,-122.1905,64802.0,12.2,89.1,54.6,10.6,0.7,21.2,13.1
WA,Richland,56243.0,46.2826,-119.2937,67483.0,10.6,95.4,87.0,1.4,0.8,4.7,7.8
WA,Ridgefield,7117.0,45.8116,-122.7052,79243.0,7.9,96.5,92.4,0.9,0.8,2.0,5.1
WA,Ritzville,1637.0,47.1254,-118.3808,39250.0,13.3,92.4,94.5,0.1,0.8,0.5,5.7
WA,Riverside,273.0,48.5047,-119.5102,32500.0,26.7,80.1,87.1,0.0,7.5,0.0,6.4
WA,Rochester,2923.0,46.8288,-123.0722,59409.0,11.7,99.2,84.7,0.6,2.9,1.3,11.7
WA,Seattle,3643765.0,47.6211,-122.3244,70594.0,13.5,93.4,69.5,7.9,0.8,13.8,6.6
WA,Shelton,19296.0,47.2188,-123.1127,37072.0,28.6,80.1,78.9,0.8,3.7,1.1,19.2
WA,Shoreline,56189.0,47.7564,-122.3426,66020.0,10.6,90.9,71.4,5.0,0.8,15.2,6.6
WA,Snohomish,10089.0,47.9277,-122.097,55648.0,12.7,92.2,89.0,0.5,1.1,2.1,8.0
WA,Spanaway,30528.0,47.0979,-122.4233,59303.0,12.8,87.7,63.7,10.8,1.1,6.6,10.6
WA,Spokane,403043.0,47.6671,-117.433,44908.0,17.549999999999997,91.85,88.80000000000001,1.7,1.6,2.15,4.8
WA,Spokane Valley,97847.0,47.6625,-117.2346,47430.0,15.2,92.1,90.9,1.1,1.2,1.7,4.6
WA,Stanwood,7161.0,48.2451,-122.3426,53919.0,13.9,92.0,89.7,1.0,0.8,1.7,7.0
WA,Sumas,1464.0,48.9956,-122.2695,55161.0,8.0,80.5,83.7,1.5,2.4,1.5,15.8
